U(k),U(k-1),U(k-2),U(k-3),Y(k),Y(k-1),Y(k-2),Y(k-3)
-0.802575443,0.592367747,0.826573655,0.770336016,0.237131632,0.624732809,0.380047064,1.47216066
-0.476257632,-0.802575443,0.592367747,0.826573655,0.930029647,0.237131632,0.624732809,0.380047064
-0.32928632,-0.476257632,-0.802575443,0.592367747,0.578682466,0.930029647,0.237131632,0.624732809
0.359455903,-0.32928632,-0.476257632,-0.802575443,0.822089478,0.578682466,0.930029647,0.237131632
-0.726893725,0.359455903,-0.32928632,-0.476257632,0.259260266,0.822089478,0.578682466,0.930029647
0.442454997,-0.726893725,0.359455903,-0.32928632,1.122798879,0.259260266,0.822089478,0.578682466
-0.786476277,0.442454997,-0.726893725,0.359455903,0.141720618,1.122798879,0.259260266,0.822089478
0.307514697,-0.786476277,0.442454997,-0.726893725,1.188692576,0.141720618,1.122798879,0.259260266
-0.011652127,0.307514697,-0.786476277,0.442454997,0.361726328,1.188692576,0.141720618,1.122798879
0.558103446,-0.011652127,0.307514697,-0.786476277,0.877383448,0.361726328,1.188692576,0.141720618
0.430074157,0.558103446,-0.011652127,0.307514697,0.472743741,0.877383448,0.361726328,1.188692576
0.807441121,0.430074157,0.558103446,-0.011652127,0.751842786,0.472743741,0.877383448,0.361726328
0.781845009,0.807441121,0.430074157,0.558103446,0.524056394,0.751842786,0.472743741,0.877383448
-0.331673895,0.781845009,0.807441121,0.430074157,0.338671723,0.524056394,0.751842786,0.472743741
0.397491665,-0.331673895,0.781845009,0.807441121,0.945884215,0.338671723,0.524056394,0.751842786
-0.604380347,0.397491665,-0.331673895,0.781845009,0.243562605,0.945884215,0.338671723,0.524056394
-0.938918107,-0.604380347,0.397491665,-0.331673895,0.750725837,0.243562605,0.945884215,0.338671723
0.488148521,-0.938918107,-0.604380347,0.397491665,0.974904224,0.750725837,0.243562605,0.945884215
4.49E-05,0.488148521,-0.938918107,-0.604380347,0.359920331,0.974904224,0.750725837,0.243562605
-0.040155718,4.49E-05,0.488148521,-0.938918107,0.725284803,0.359920331,0.974904224,0.750725837
0.809444476,-0.040155718,4.49E-05,0.488148521,0.794022283,0.725284803,0.359920331,0.974904224
